CustomerID,Years as Client,Total Products Purchased via the Bank,Client Salary,rfm_score,rfm_recency,Revenue Ranking,Salary Ranking,Balance Ranking,Overall_ranking,CreditScore,Geography,Gender,Age,Balance,Satisfaction_Score,Card_Type,Point_Earned,HasCrCard,IsActiveMember,Exited,Complain
15782659,0,1,109524,7,2,High Spending with Credit Card,High Income,Minimal Balance,Potential Customer,527,France,Male,32,0,3,SILVER,987,Yes,No,No,No
15583364,6,1,112133,9,2,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,476,France,Female,32,111872,3,GOLD,988,No,No,No,No
15625942,0,2,113645,4,2,Low Spending and no Credit Card,High Income,Minimal Balance,Normal Customer,619,Spain,Female,45,0,4,SILVER,315,No,No,No,No
15720284,4,1,180890,6,2,Normal,Very High Income,High Saving Balance,Normal Customer,607,Germany,Female,37,135927,1,PLATINUM,476,No,No,No,No
15679642,8,2,70974,10,4,Normal,Middle Income,Minimal Balance,Loyal Customer,695,Spain,Male,44,0,2,DIAMOND,544,Yes,Yes,No,No
15628007,1,2,53380,5,2,Normal,Middle Income,Minimal Balance,Normal Customer,653,France,Male,33,0,4,PLATINUM,572,No,No,No,No
15661974,2,1,158531,9,4,High Spending with Credit Card,Very High Income,Standard Balance,Potential Customer,677,France,Male,46,57038,1,GOLD,870,Yes,Yes,No,No
15689341,10,4,179268,9,1,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,655,France,Female,50,0,1,GOLD,889,Yes,No,Yes,Yes
15607993,2,1,84606,8,4,High Spending with Credit Card,High Income,Standard Balance,Potential Customer,625,France,Female,52,79469,2,PLATINUM,629,Yes,Yes,No,No
15693267,7,1,56985,7,2,Normal,Middle Income,High Saving Balance,Potential Customer,679,Germany,Female,34,121064,1,GOLD,564,Yes,No,No,No
15769522,1,1,116912,8,4,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,734,France,Male,51,118537,2,DIAMOND,697,Yes,Yes,No,No
15755825,10,2,102999,10,2,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,666,France,Male,39,0,5,SILVER,888,Yes,No,No,No
15598175,4,2,132802,8,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,592,Germany,Female,26,105082,1,GOLD,949,Yes,No,No,No
15744327,4,1,85456,4,1,Normal,High Income,Minimal Balance,Normal Customer,564,France,Male,40,0,2,GOLD,344,Yes,No,Yes,Yes
15798666,6,2,98657,10,4,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,814,France,Female,36,0,5,SILVER,780,Yes,Yes,No,No
15577064,2,2,107949,6,2,High Spending with Credit Card,High Income,High Saving Balance,Normal Customer,592,Germany,Male,36,104703,3,PLATINUM,757,Yes,No,No,No
15759436,2,3,67944,5,2,Normal,Middle Income,Standard Balance,Normal Customer,758,France,Female,50,95814,2,PLATINUM,525,Yes,Yes,Yes,Yes
15690231,0,2,192892,8,4,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,612,Spain,Female,62,167027,1,PLATINUM,739,Yes,Yes,No,No
15751561,7,1,187248,7,1,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,498,Germany,Male,61,102453,2,DIAMOND,727,Yes,No,Yes,Yes
15739068,4,2,114722,8,4,Normal,High Income,High Saving Balance,Potential Customer,638,Germany,Male,25,148045,2,SILVER,537,Yes,Yes,No,No
15758056,1,2,111688,7,2,High Spending with no Credit Card,High Income,Minimal Balance,Potential Customer,558,France,Male,35,0,4,DIAMOND,875,No,No,No,No
15742269,1,2,184182,7,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,756,France,Female,24,0,5,DIAMOND,896,Yes,No,No,No
15726490,4,1,52760,7,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,782,Spain,Male,52,0,4,GOLD,741,Yes,Yes,Yes,Yes
15738411,10,1,126451,9,4,Low Spending and no Credit Card,High Income,High Saving Balance,Potential Customer,505,France,Male,34,104499,3,DIAMOND,244,No,Yes,No,No
15727919,6,2,12049,6,2,Low Spending and no Credit Card,Low Income,Minimal Balance,Normal Customer,671,Spain,Female,29,0,2,GOLD,328,No,No,No,No
15709396,6,2,95804,8,4,Normal,High Income,Minimal Balance,Potential Customer,801,France,Male,42,0,1,SILVER,361,Yes,Yes,No,No
15654106,8,2,197912,11,4,High Spending with no Credit Card,Very High Income,High Saving Balance,Loyal Customer,604,France,Male,26,149543,1,SILVER,683,No,Yes,No,No
15621653,10,1,182532,11,4,High Spending with Credit Card,Very High Income,Standard Balance,Loyal Customer,716,France,Female,29,87946,1,GOLD,660,Yes,Yes,No,No
15598086,3,1,168002,5,1,Normal,Very High Income,Standard Balance,Normal Customer,624,France,Female,45,68640,2,DIAMOND,553,Yes,No,Yes,Yes
15752300,4,1,79451,10,4,High Spending with Credit Card,Middle Income,High Saving Balance,Loyal Customer,607,Germany,Male,47,148826,5,GOLD,837,Yes,Yes,No,No
15658693,2,2,60616,8,4,High Spending with no Credit Card,Middle Income,Minimal Balance,Potential Customer,827,France,Female,60,0,3,DIAMOND,750,No,Yes,No,No
15631838,5,2,8643,8,4,Low Spending and no Credit Card,Low Income,High Saving Balance,Potential Customer,606,France,Male,61,108166,3,DIAMOND,386,No,Yes,No,No
15803804,5,1,172173,9,2,High Spending with Credit Card,Very High Income,High Saving Balance,Potential Customer,717,Germany,Female,35,103215,4,GOLD,880,Yes,No,No,No
15578809,1,2,174434,5,1,High Spending with no Credit Card,Very High Income,High Saving Balance,Normal Customer,651,Germany,Male,40,134760,4,SILVER,741,No,No,Yes,Yes
15752026,3,1,194930,8,2,High Spending with no Credit Card,Very High Income,Minimal Balance,Potential Customer,691,France,Male,58,0,2,PLATINUM,974,No,Yes,Yes,Yes
15723706,0,1,137477,5,2,Normal,High Income,Standard Balance,Normal Customer,573,France,Female,33,90125,5,DIAMOND,574,Yes,No,No,No
15752838,6,2,94416,9,4,Normal,High Income,Minimal Balance,Potential Customer,723,Spain,Male,38,0,2,PLATINUM,500,Yes,Yes,No,No
15569571,6,2,120377,5,1,Normal,High Income,Standard Balance,Normal Customer,584,Germany,Female,46,87361,4,PLATINUM,400,Yes,No,Yes,Yes
15769703,8,1,97623,7,1,Normal,High Income,High Saving Balance,Potential Customer,550,Germany,Female,45,111258,1,SILVER,448,No,No,Yes,Yes
15679770,3,4,66238,7,2,High Spending with no Credit Card,Middle Income,High Saving Balance,Potential Customer,611,France,Female,61,131584,3,PLATINUM,755,No,Yes,Yes,Yes
15791102,9,3,131711,9,2,High Spending with Credit Card,High Income,Standard Balance,Potential Customer,549,Germany,Male,41,95021,5,DIAMOND,793,Yes,Yes,Yes,Yes
15655192,1,2,69053,9,4,High Spending with no Credit Card,Middle Income,Minimal Balance,Potential Customer,850,Spain,Female,24,0,3,SILVER,888,No,Yes,No,No
15709487,5,2,56781,9,2,High Spending with no Credit Card,Middle Income,Standard Balance,Potential Customer,668,Germany,Male,34,80242,3,GOLD,872,No,No,No,No
15687130,0,1,170073,9,4,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,686,France,Female,43,0,5,PLATINUM,929,Yes,Yes,No,No
15755178,1,3,191849,7,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,660,France,Male,50,0,5,SILVER,967,Yes,Yes,Yes,Yes
15634772,0,1,84804,8,4,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,682,Spain,Female,59,122661,1,PLATINUM,686,No,Yes,No,No
15617197,4,2,31841,5,2,Normal,Middle Income,Minimal Balance,Normal Customer,524,France,Male,50,0,2,SILVER,292,Yes,Yes,Yes,Yes
15631240,8,2,12097,9,2,High Spending with Credit Card,Low Income,Minimal Balance,Potential Customer,645,France,Female,36,0,2,PLATINUM,608,Yes,Yes,Yes,Yes
15784301,0,2,44166,4,2,Normal,Middle Income,Minimal Balance,Normal Customer,850,France,Male,42,0,2,SILVER,377,Yes,No,No,No
15631310,3,1,91407,7,4,Normal,High Income,Minimal Balance,Potential Customer,537,France,Female,53,0,4,PLATINUM,238,Yes,Yes,No,No
15756560,7,2,83282,6,2,Normal,High Income,Standard Balance,Normal Customer,599,Spain,Female,46,81743,3,PLATINUM,381,Yes,No,No,No
15732270,8,1,198447,10,2,High Spending with Credit Card,Very High Income,Minimal Balance,Loyal Customer,727,Spain,Male,71,0,4,GOLD,869,Yes,Yes,Yes,Yes
15739357,2,1,7555,6,2,High Spending with no Credit Card,Low Income,High Saving Balance,Normal Customer,756,Spain,Male,30,145128,2,SILVER,774,No,No,No,No
15771540,9,1,80416,8,2,Normal,High Income,High Saving Balance,Potential Customer,755,France,Male,38,148912,3,DIAMOND,416,Yes,No,No,No
15567486,4,2,164550,7,4,Normal,Very High Income,Minimal Balance,Potential Customer,634,Spain,Female,41,0,4,DIAMOND,311,Yes,Yes,No,No
15714634,4,2,175477,5,2,Normal,Very High Income,Standard Balance,Normal Customer,837,France,Male,26,89900,2,DIAMOND,265,Yes,No,No,No
15727021,8,2,137904,10,4,Normal,High Income,High Saving Balance,Loyal Customer,727,Germany,Female,30,119027,5,GOLD,515,Yes,Yes,No,No
15650670,2,2,93796,7,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,567,Germany,Female,40,105223,1,SILVER,975,Yes,No,No,No
15711834,6,1,67997,8,1,High Spending with no Credit Card,Middle Income,Minimal Balance,Potential Customer,650,Spain,Female,30,0,4,GOLD,963,No,No,Yes,Yes
15729763,1,1,49492,7,4,Normal,Middle Income,High Saving Balance,Potential Customer,655,Spain,Male,34,116115,5,GOLD,601,Yes,Yes,No,No
15646566,9,1,35825,12,4,High Spending with no Credit Card,Middle Income,High Saving Balance,Loyal Customer,763,France,Female,58,187912,5,PLATINUM,871,No,Yes,No,No
15645463,5,2,67494,9,4,Normal,Middle Income,Minimal Balance,Potential Customer,843,France,Female,27,0,1,DIAMOND,557,Yes,Yes,No,No
15672144,6,1,73963,6,2,Normal,Middle Income,High Saving Balance,Normal Customer,667,France,Female,38,144432,1,SILVER,403,Yes,Yes,Yes,Yes
15596088,4,2,145159,9,4,High Spending with no Credit Card,High Income,Standard Balance,Potential Customer,705,France,Female,50,77066,4,PLATINUM,726,No,Yes,No,No
15614878,6,1,123851,11,4,High Spending with Credit Card,High Income,High Saving Balance,Loyal Customer,660,Germany,Female,29,180520,2,SILVER,988,Yes,Yes,No,No
15635240,1,2,23822,5,2,Normal,Low Income,Minimal Balance,Normal Customer,553,France,Male,42,0,3,PLATINUM,425,No,No,No,No
15775905,6,1,45750,8,2,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,612,Germany,Female,47,130025,4,PLATINUM,705,Yes,Yes,Yes,Yes
15700657,2,1,159773,5,2,Normal,Very High Income,High Saving Balance,Normal Customer,641,Germany,Female,40,110087,4,DIAMOND,413,Yes,No,No,No
15611905,5,1,84239,8,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,513,Spain,Female,31,174853,5,SILVER,640,Yes,No,No,No
15652527,7,1,72330,11,4,High Spending with no Credit Card,Middle Income,High Saving Balance,Loyal Customer,680,France,Male,44,108725,4,GOLD,973,No,Yes,No,No
15785865,9,2,26768,12,4,High Spending with Credit Card,Low Income,Standard Balance,Loyal Customer,711,France,Male,58,91285,3,DIAMOND,949,Yes,Yes,No,No
15645942,2,2,164769,7,4,Normal,Very High Income,Minimal Balance,Potential Customer,689,Spain,Male,40,0,4,GOLD,490,Yes,Yes,No,No
15688691,9,2,1113,10,2,High Spending with no Credit Card,Low Income,High Saving Balance,Loyal Customer,665,Germany,Female,51,110610,2,GOLD,843,No,Yes,Yes,Yes
15592736,5,1,176680,5,1,Normal,Very High Income,High Saving Balance,Normal Customer,551,Germany,Male,54,102994,2,DIAMOND,289,Yes,No,Yes,Yes
15673529,4,2,44000,6,2,Normal,Middle Income,Standard Balance,Normal Customer,645,Spain,Male,36,59894,5,DIAMOND,420,Yes,No,No,No
15724145,8,1,140746,8,2,Normal,High Income,High Saving Balance,Potential Customer,616,Germany,Male,29,149319,1,PLATINUM,564,Yes,No,No,No
15704629,1,1,152791,7,4,Normal,Very High Income,High Saving Balance,Potential Customer,582,France,Female,32,116410,4,SILVER,519,No,Yes,No,No
15597896,0,1,81538,3,1,Normal,High Income,High Saving Balance,Very Low-value and Inactive,365,Germany,Male,30,127760,4,DIAMOND,342,Yes,No,Yes,Yes
15731790,6,1,7388,6,2,Normal,Low Income,High Saving Balance,Normal Customer,697,Germany,Female,38,132591,3,DIAMOND,322,Yes,Yes,Yes,Yes
15634719,0,2,183038,4,2,Normal,Very High Income,Minimal Balance,Normal Customer,704,France,Male,31,0,1,DIAMOND,349,Yes,No,No,No
15703205,5,2,138849,10,4,High Spending with Credit Card,High Income,High Saving Balance,Loyal Customer,656,France,Female,46,113402,4,SILVER,605,Yes,Yes,No,No
15567333,7,2,170333,8,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,712,France,Female,31,0,4,SILVER,754,Yes,No,No,No
15754537,0,1,60417,6,2,High Spending with no Credit Card,Middle Income,Minimal Balance,Normal Customer,748,France,Male,40,0,4,SILVER,724,No,No,No,No
15612030,9,2,100240,11,4,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,724,France,Male,28,0,2,GOLD,664,Yes,Yes,No,No
15573242,6,1,2705,9,4,Normal,Low Income,High Saving Balance,Potential Customer,691,France,Male,50,136953,5,PLATINUM,469,Yes,Yes,No,No
15601892,8,2,68815,12,4,High Spending with no Credit Card,Middle Income,Minimal Balance,Loyal Customer,563,France,Male,33,0,5,PLATINUM,983,No,Yes,No,No
15663885,5,1,64839,9,4,Normal,Middle Income,Minimal Balance,Potential Customer,741,France,Male,32,0,3,SILVER,485,Yes,Yes,No,No
15701096,8,1,144495,10,2,High Spending with Credit Card,High Income,High Saving Balance,Loyal Customer,778,France,Male,44,123864,1,DIAMOND,830,Yes,No,No,No
15710450,7,1,185510,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,848,Spain,Male,22,120812,5,GOLD,295,Yes,Yes,No,No
15790846,2,1,56056,9,4,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,634,Germany,Male,38,148431,5,PLATINUM,808,Yes,Yes,No,No
15658956,6,2,155062,11,4,High Spending with Credit Card,Very High Income,Standard Balance,Loyal Customer,505,Germany,Male,40,47870,1,DIAMOND,910,Yes,Yes,No,No
15755223,7,2,119817,6,2,Low Spending and no Credit Card,High Income,High Saving Balance,Normal Customer,692,Germany,Male,53,150927,2,SILVER,357,No,No,No,No
15787318,6,1,16260,5,1,Normal,Low Income,High Saving Balance,Normal Customer,537,Germany,Female,47,103163,3,SILVER,367,Yes,No,Yes,Yes
15737310,10,1,184655,10,2,High Spending with Credit Card,Very High Income,High Saving Balance,Loyal Customer,633,France,Male,29,130206,5,GOLD,957,Yes,No,No,No
15763665,4,2,5279,6,2,Normal,Low Income,High Saving Balance,Normal Customer,833,France,Female,28,136675,5,GOLD,502,No,No,No,No
15668818,2,1,113245,7,4,Normal,High Income,High Networth and Substantial Savings Balance,Potential Customer,592,Spain,Female,40,200322,5,PLATINUM,482,Yes,Yes,No,No
15765812,1,2,8908,8,4,High Spending with Credit Card,Low Income,Minimal Balance,Potential Customer,587,Spain,Male,48,0,5,DIAMOND,660,Yes,Yes,No,No
15704844,7,1,64491,10,4,High Spending with no Credit Card,Middle Income,Standard Balance,Loyal Customer,550,Spain,Male,62,80928,5,GOLD,679,No,Yes,No,No
15744582,10,3,154972,7,1,Normal,Very High Income,Minimal Balance,Potential Customer,680,France,Female,24,0,3,SILVER,434,Yes,No,Yes,Yes
15616700,9,2,155786,9,4,Normal,Very High Income,Minimal Balance,Potential Customer,622,Spain,Female,41,0,3,PLATINUM,292,Yes,Yes,No,No
15683521,0,2,129085,6,2,High Spending with Credit Card,High Income,High Saving Balance,Normal Customer,594,Germany,Male,28,142575,5,GOLD,689,Yes,No,No,No
15583049,7,1,188533,11,4,High Spending with no Credit Card,Very High Income,High Saving Balance,Loyal Customer,643,Germany,Female,34,160426,3,GOLD,806,No,Yes,No,No
15643752,5,1,13412,9,2,High Spending with Credit Card,Low Income,High Saving Balance,Potential Customer,540,France,Male,25,116160,5,SILVER,906,Yes,No,No,No
15620398,5,2,15733,7,2,Normal,Low Income,Standard Balance,Potential Customer,635,Spain,Female,34,98683,3,SILVER,558,Yes,No,No,No
15715707,3,2,73128,7,4,Normal,Middle Income,High Saving Balance,Potential Customer,657,France,Male,32,118829,2,DIAMOND,343,Yes,Yes,No,No
15814209,1,1,101704,4,2,Normal,High Income,High Saving Balance,Normal Customer,814,France,Male,31,118871,3,DIAMOND,400,Yes,No,No,No
15733768,1,1,101986,6,4,Normal,High Income,Minimal Balance,Normal Customer,600,France,Male,32,0,4,SILVER,324,Yes,Yes,No,No
15755242,2,1,114443,6,4,Normal,High Income,Minimal Balance,Normal Customer,682,France,Female,46,0,3,DIAMOND,257,Yes,Yes,No,No
15729412,4,1,15669,8,4,Normal,Low Income,High Saving Balance,Potential Customer,682,France,Male,38,107192,3,PLATINUM,459,Yes,Yes,No,No
15746564,3,1,157486,8,4,Normal,Very High Income,High Saving Balance,Potential Customer,566,France,Male,42,108011,3,GOLD,509,Yes,Yes,No,No
15588446,3,2,131281,8,2,High Spending with no Credit Card,High Income,Minimal Balance,Potential Customer,550,Spain,Male,34,0,5,SILVER,806,No,No,No,No
15665221,7,2,197001,10,4,High Spending with no Credit Card,Very High Income,High Saving Balance,Loyal Customer,630,France,Male,26,129838,1,DIAMOND,716,No,Yes,No,No
15640846,3,4,128882,4,1,Normal,High Income,High Saving Balance,Normal Customer,546,Germany,Female,58,106458,5,SILVER,369,Yes,No,Yes,Yes
15700209,9,1,85101,10,4,Normal,High Income,Standard Balance,Loyal Customer,486,France,Male,63,97009,1,GOLD,575,Yes,Yes,No,No
15658360,9,2,149822,8,2,Normal,High Income,High Saving Balance,Potential Customer,762,Spain,Male,35,122929,3,SILVER,504,No,No,No,No
15602735,6,4,108041,7,2,Normal,High Income,High Saving Balance,Potential Customer,692,Germany,Male,45,152297,4,DIAMOND,489,No,Yes,Yes,Yes
15724834,1,2,135796,4,2,Low Spending and no Credit Card,High Income,Minimal Balance,Normal Customer,498,France,Female,30,0,5,GOLD,371,No,No,No,No
15800062,8,1,25868,6,1,Low Spending and no Credit Card,Low Income,Minimal Balance,Normal Customer,850,Spain,Male,49,0,2,PLATINUM,240,No,No,Yes,Yes
15685300,6,2,130484,8,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,603,France,Male,35,128994,4,DIAMOND,733,Yes,No,No,No
15760102,5,1,183479,9,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,551,France,Female,36,0,4,PLATINUM,960,Yes,No,No,No
15787026,0,2,77027,8,4,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,627,Germany,Male,27,185267,4,SILVER,606,Yes,Yes,No,No
15653696,9,2,94142,9,2,High Spending with no Credit Card,High Income,Minimal Balance,Potential Customer,515,France,Female,28,0,3,PLATINUM,772,No,No,No,No
15788946,3,1,4093,8,2,High Spending with no Credit Card,Low Income,High Saving Balance,Potential Customer,605,Spain,Female,29,116806,5,PLATINUM,851,No,No,No,No
15600724,5,1,109258,9,2,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,567,Germany,Male,29,129751,3,GOLD,886,Yes,No,No,No
15574324,2,2,104618,9,4,High Spending with no Credit Card,High Income,High Saving Balance,Potential Customer,568,Germany,Female,29,129177,3,DIAMOND,893,No,Yes,No,No
15707144,6,2,167705,8,2,High Spending with Credit Card,Very High Income,Standard Balance,Potential Customer,571,Germany,Male,25,82507,3,DIAMOND,624,Yes,No,No,No
15775891,2,1,103712,6,2,High Spending with Credit Card,High Income,High Saving Balance,Normal Customer,634,Germany,Male,48,107248,5,GOLD,674,Yes,Yes,Yes,Yes
15711789,3,1,161243,6,1,High Spending with no Credit Card,Very High Income,Minimal Balance,Normal Customer,768,Spain,Female,42,0,1,SILVER,651,No,No,Yes,Yes
15600879,3,2,6089,6,2,Normal,Low Income,High Saving Balance,Normal Customer,554,Germany,Female,36,157781,3,DIAMOND,530,Yes,No,No,No
15681196,1,1,159777,6,4,Normal,Very High Income,High Saving Balance,Normal Customer,629,France,Male,35,172170,2,GOLD,230,Yes,Yes,No,No
15716000,2,2,7919,8,4,High Spending with Credit Card,Low Income,Minimal Balance,Potential Customer,638,Spain,Male,48,0,1,DIAMOND,674,Yes,Yes,No,No
15766776,1,1,188275,9,4,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,576,France,Male,41,0,3,DIAMOND,999,Yes,Yes,No,No
15680278,9,1,27608,9,1,High Spending with Credit Card,Low Income,Standard Balance,Potential Customer,661,Spain,Female,42,75361,2,PLATINUM,828,Yes,No,Yes,Yes
15688637,4,2,183569,10,4,High Spending with Credit Card,Very High Income,Minimal Balance,Loyal Customer,592,France,Female,27,0,5,PLATINUM,900,Yes,Yes,No,No
15591179,2,2,145537,8,4,High Spending with Credit Card,High Income,Minimal Balance,Potential Customer,702,Spain,Male,30,0,3,GOLD,786,Yes,Yes,No,No
15677435,0,2,164718,6,2,High Spending with Credit Card,Very High Income,Standard Balance,Normal Customer,647,France,Female,29,98263,2,GOLD,621,Yes,No,No,No
15698619,9,2,76357,12,4,High Spending with Credit Card,Middle Income,Minimal Balance,Loyal Customer,593,France,Male,43,0,1,DIAMOND,931,Yes,Yes,No,No
15581036,3,2,120159,6,1,High Spending with Credit Card,High Income,High Saving Balance,Normal Customer,712,Germany,Female,40,109309,1,GOLD,778,Yes,No,Yes,Yes
15622117,8,2,151844,9,2,High Spending with Credit Card,Very High Income,Minimal Balance,Potential Customer,625,Spain,Female,31,0,2,SILVER,617,Yes,No,No,No
15599301,6,1,5699,10,4,High Spending with no Credit Card,Low Income,High Saving Balance,Loyal Customer,538,Germany,Female,28,164365,4,DIAMOND,659,No,Yes,No,No
15581548,5,1,122866,7,2,Normal,High Income,Standard Balance,Potential Customer,637,Spain,Female,22,98800,2,SILVER,430,Yes,No,No,No
15586870,4,1,152666,7,4,Normal,Very High Income,High Saving Balance,Potential Customer,632,France,Male,27,193126,4,GOLD,262,Yes,Yes,No,No
15735263,5,1,192132,9,4,Normal,Very High Income,Standard Balance,Potential Customer,736,France,Male,27,51523,4,SILVER,562,No,Yes,No,No
15765322,5,2,62852,9,4,Normal,Middle Income,Standard Balance,Potential Customer,755,France,Male,23,84284,5,DIAMOND,453,Yes,Yes,No,No
15582944,5,2,140941,7,2,Normal,High Income,Minimal Balance,Potential Customer,425,Spain,Female,39,0,1,DIAMOND,426,Yes,No,No,No
15687162,9,1,56768,9,1,High Spending with no Credit Card,Middle Income,High Saving Balance,Potential Customer,461,France,Male,51,119890,1,GOLD,933,No,No,Yes,Yes
15644962,4,1,177235,10,4,High Spending with Credit Card,Very High Income,High Saving Balance,Loyal Customer,745,France,Male,21,137910,3,PLATINUM,923,Yes,Yes,No,No
15612615,6,2,86242,9,2,High Spending with Credit Card,High Income,Minimal Balance,Potential Customer,616,France,Female,37,0,2,PLATINUM,850,Yes,No,No,No
15813439,5,1,34216,7,2,Normal,Middle Income,High Saving Balance,Potential Customer,587,France,Male,33,100117,5,SILVER,492,Yes,No,No,No
15604544,4,2,44406,8,4,Normal,Middle Income,High Saving Balance,Potential Customer,850,Germany,Male,40,166082,1,SILVER,563,No,Yes,No,No
15761348,0,2,165197,6,2,High Spending with Credit Card,Very High Income,Minimal Balance,Normal Customer,601,France,Female,38,0,4,PLATINUM,657,Yes,No,No,No
15785078,3,1,34542,8,2,High Spending with Credit Card,Middle Income,Minimal Balance,Potential Customer,730,Spain,Male,26,0,3,GOLD,805,Yes,No,No,No
15759874,3,1,74839,7,1,High Spending with Credit Card,Middle Income,High Saving Balance,Potential Customer,532,France,Male,44,148596,1,PLATINUM,955,Yes,No,Yes,Yes
15643658,2,2,36981,4,2,Normal,Middle Income,Standard Balance,Normal Customer,850,Germany,Male,53,94079,4,GOLD,325,Yes,No,No,No
15713267,5,2,111677,11,4,High Spending with no Credit Card,High Income,Minimal Balance,Loyal Customer,779,Spain,Female,34,0,1,SILVER,945,No,Yes,No,No
15737782,9,1,25859,10,4,Normal,Low Income,Minimal Balance,Loyal Customer,562,France,Male,29,0,1,SILVER,512,Yes,Yes,No,No
15815490,2,3,177028,6,1,High Spending with no Credit Card,Very High Income,High Saving Balance,Normal Customer,670,Germany,Male,40,164949,3,SILVER,955,No,No,Yes,Yes
15679410,4,1,30990,6,1,High Spending with Credit Card,Middle Income,High Saving Balance,Normal Customer,729,France,Female,62,140549,3,GOLD,726,Yes,No,Yes,Yes
15756241,2,1,136915,8,4,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,767,France,Female,44,152509,4,GOLD,777,Yes,Yes,No,No
15688409,2,1,108458,4,1,Normal,High Income,High Saving Balance,Normal Customer,742,France,Female,28,191865,5,SILVER,489,Yes,No,Yes,Yes
15742272,8,1,131609,9,1,High Spending with no Credit Card,High Income,Standard Balance,Potential Customer,669,France,Female,44,96418,3,SILVER,915,No,No,Yes,Yes
15717898,2,1,159738,6,4,Low Spending and no Credit Card,Very High Income,High Saving Balance,Normal Customer,542,Spain,Male,32,131946,3,SILVER,406,No,Yes,No,No
15769582,3,2,142239,10,4,High Spending with Credit Card,High Income,Minimal Balance,Loyal Customer,586,France,Male,29,0,2,GOLD,1000,Yes,Yes,No,No
15635660,9,1,105891,8,1,High Spending with Credit Card,High Income,High Saving Balance,Potential Customer,612,Germany,Male,30,142910,5,GOLD,763,Yes,No,Yes,Yes
15576723,7,2,194271,10,4,High Spending with Credit Card,Very High Income,Minimal Balance,Loyal Customer,740,France,Female,37,0,1,DIAMOND,741,Yes,Yes,No,No
15591577,3,1,105443,7,4,Normal,High Income,High Saving Balance,Potential Customer,584,France,Male,35,146312,1,GOLD,292,Yes,Yes,No,No
15582325,2,1,173899,5,1,High Spending with Credit Card,Very High Income,Standard Balance,Normal Customer,524,France,Male,52,87894,4,SILVER,771,Yes,No,Yes,Yes
15693947,5,2,122823,7,2,Normal,High Income,Standard Balance,Potential Customer,614,France,Female,19,97445,5,PLATINUM,596,Yes,No,No,No
15760446,9,1,13181,9,2,High Spending with no Credit Card,Low Income,Minimal Balance,Potential Customer,598,France,Female,64,0,5,GOLD,753,No,Yes,Yes,Yes
15611105,7,2,140781,10,4,High Spending with no Credit Card,High Income,Minimal Balance,Loyal Customer,799,Spain,Male,35,0,4,PLATINUM,695,No,Yes,No,No
15630920,2,2,78561,5,2,Normal,Middle Income,High Saving Balance,Normal Customer,724,France,Male,34,154486,1,DIAMOND,518,No,No,No,No
15574910,2,1,185855,6,2,High Spending with Credit Card,Very High Income,High Saving Balance,Normal Customer,601,France,Male,50,115625,5,DIAMOND,666,Yes,No,No,No
15756472,7,1,128277,6,2,Normal,High Income,High Saving Balance,Normal Customer,804,France,Male,25,108397,1,DIAMOND,399,Yes,No,No,No
15682890,5,2,140197,9,4,Normal,High Income,Standard Balance,Potential Customer,745,Germany,Male,38,65095,3,PLATINUM,603,Yes,Yes,No,No
15641994,1,1,32462,5,1,High Spending with Credit Card,Middle Income,High Saving Balance,Normal Customer,667,Germany,Male,43,103018,4,DIAMOND,784,Yes,No,Yes,Yes
15733297,10,1,162254,9,4,Normal,Very High Income,Standard Balance,Potential Customer,518,France,Female,38,84765,4,SILVER,289,Yes,Yes,No,No
15767793,10,2,30499,7,2,Normal,Middle Income,Minimal Balance,Potential Customer,819,France,Female,38,0,3,SILVER,380,Yes,No,No,No
15725698,4,1,90281,7,4,Normal,High Income,High Saving Balance,Potential Customer,520,Spain,Female,35,115681,5,PLATINUM,275,Yes,Yes,No,No
